neg_event,event
PersonX has trouble to sleep,PersonX is able to sleep
PersonX is able to wake up.,PersonX is able to sleep
PersonX is cool.,PersonX is also nervous
PersonX has plenty of free time,PersonX is always busy
PersonX is a young woman,PersonX is an old man
PersonX is a child.,PersonX is an old man
Person X is happy with Person Y.,PersonX is angry with PersonY
PersonX is please with PersonY.,PersonX is angry with PersonY
PersonX is severely ill,PersonX is as good as new
PersonX is at PersonX's bed,PersonX is at PersonX's desk
PersonX walks away from PersonX's desk,PersonX is at PersonX's desk
PersonX is at PersonX's grandmother's funeral,PersonX is at PersonX's grandmother's house
PersonX is left PersonY's grandmother's house,PersonX is at PersonY's grandmother's house
PersonX is at PersonY's own house,PersonX is at PersonY's grandmother's house
Person X stayed home alone for the night.,PersonX is at the bar with friends
PersonX is at the bar alone.,PersonX is at the bar with friends
PersonX's life is just beginning,PersonX is coming to an end
PersonX has just begun,PersonX is coming to an end
PersonX is covered in water,PersonX is covered in mud
PersonX is clean.,PersonX is covered in mud
PersonX is welcomed throughout the test result calculation,PersonX is deferred until test results are in
PersonX remains steadfast while waiting on test results,PersonX is deferred until test results are in
PersonX is dirtying PersonX's clothes,PersonX is doing PersonX's laundry
PersonX is getting PersonX's clothes dirty.,PersonX is doing PersonX's laundry
PersonX is the best.,PersonX is even worse
personX is even better,PersonX is even worse
PersonX is excited and prepared,PersonX is excited and nervous
PersonX is confident and bored,PersonX is excited and nervous
PersonX is feeling healthy,PersonX is feeling sick
PersonX is feeling contentment,PersonX is feeling sick
PersonX is menopausal,PersonX is finally pregnant
PersonX is given a promotion at PersonX's job.,PersonX is fired from PersonX's job
PersonX is promoted to at PersonX's job,PersonX is fired from PersonX's job
PersonX is sleeping in PersonY's home.,PersonX is found dead morning at PersonY's home in
PersonX greets PersonY in the morning at home.,PersonX is found dead morning at PersonY's home in
PersonX is prepared.,PersonX is getting ready
PersonX is getting closed,PersonX is getting ready
PersonX is getting ready for work,PersonX is getting ready for school
PersonX is still in the bed,PersonX is getting ready for school
PerrsonX is leaving work to go home.,PersonX is getting ready for work
PersonX is getting ready to go home,PersonX is getting ready for work
PersonX is casket shopping.,PersonX is grocery shopping
PersonX is shopping at a sporting goods store,PersonX is grocery shopping
PersonX is easy to find,PersonX is hard to find
PersonX is cold but dry,PersonX is hot and humid
PersonX is comfortable,PersonX is hot and humid
PersonX's mood gets ruined,PersonX is in a good mood
PersonX feels down in the dumps,PersonX is in a good mood
PersonX hates PersonY,PersonX is in love with PersonY
PersonX detests PersonY,PersonX is in love with PersonY
PersonX is gaining weight.,PersonX is losing weight
PersonX is firebombing a bridge.,PersonX is making a cake
PersonX is making a salad,PersonX is making a cake
PersonX is a father.,PersonX is mother
PersonX is expensive.,PersonX is much cheaper
PersonX is much expensive.,PersonX is much cheaper
PersonX is much more risky,PersonX is much more careful
PersonX finds themselves attracted to PersonY,PersonX is n't interested in PersonY
PersonX is fascinated by PersonY,PersonX is n't interested in PersonY
PersonX loses the job to another person,PersonX is offered the job
PersonX is reading a book.,PersonX is on PersonX's computer
PersonX is on PersonX's phone.,PersonX is on PersonX's computer
PersonX gets kicked off PersonX's schools basketball team.,PersonX is on PersonX's school's basketball team
PersonX is on PersonY's school's soccer team,PersonX is on PersonY's school's basketball team
PersonX has a staycation.,PersonX is on vacation in mexico
PersonX is on work trip in mexico,PersonX is on vacation in mexico
Person Y is Person X's maid of honor,PersonX is PersonY's maid of honor
PersonX is PersonY's husband,PersonX is PersonY's wife
PersonX is persony's son,PersonX is PersonY's wife
PersonX is playing cards.,PersonX is playing ball
PersonX prefers to sit on the sidelines,PersonX is playing ball
PersonX is often depressed,PersonX is pretty happy
PersonX is pretty sad,PersonX is pretty happy
Person X always drives the speed limit.,PersonX is pulled over for speeding
PersonX is rather depressed,PersonX is rather excited
PersonX is rather calm.,PersonX is rather excited
Personx feels great,PersonX is rather upset
PersonX shouts for joy.,PersonX is rather upset
PersonX is lounging on a couch,PersonX is ready to go
PersonX wants to stay at home,PersonX is ready to go
PersonX is filled with joy.,PersonX is really disappointed
PersonX is really excited,PersonX is really disappointed
PersonX is ecstatic,PersonX is really sad
PersonX is extremely happy.,PersonX is really sad
PersonX is last in line,PersonX is right next
PersonX has a long wait ahead,PersonX is right next
PersonX is far from PersonY,PersonX is right next to PersonY
PersonX is several rows away from PersonY,PersonX is right next to PersonY
PersonX is eating down the street,PersonX is running down the street
PersonX is standing still,PersonX is running down the street
PersonX buys a lemonade,PersonX is selling lemonade
PersonX is selling alcohol,PersonX is selling lemonade
PersonX has a lot of money.,PersonX is short on money
PersonX is flexible on money,PersonX is short on money
PersonX is very happy,PersonX is still angry
PersonX is the worst trip,PersonX is the best trip
PersonX went on a road trip.,PersonX is the best trip
PersonX underwhelms PersonY,PersonX is too much for PersonY
PersonX is too easy for PersonY,PersonX is too much for PersonY
PersonX is twenty minutes early.,PersonX is twenty minutes late
PersonX wait patiently for the meeting to start.,PersonX is twenty minutes late
PersonX is playing with PersonY,PersonX is waiting for PersonY
PersonX is walking on one side of the street.,PersonX is walking across the street
PersonX sprints across the street,PersonX is walking across the street
PersonX is sitting on the beach.,PersonX is walking along the beach
PersonX is hiking up a mountain,PersonX is walking along the beach
PersonX skips down the street.,PersonX is walking down the street
PersonX is under quarantine,PersonX is walking down the street
PersonX is flying over the desert,PersonX is walking on the beach
personx is laying on the beach,PersonX is walking on the beach
PersonX is driving to the store,PersonX is walking to the store
PersonX is watching a funny movie,PersonX is watching a scary movie
PersonX is watching a comedy movie.,PersonX is watching a scary movie
PersonX is ill prepared,PersonX is well prepared
PersonX got fired from a diner.,PersonX is working at a diner
PersonX is skipping work at a diner,PersonX is working at a diner
PersonX quits the gym,PersonX joins a gym
PersonX hates working out,PersonX joins a gym
PersonX leaves the swim team,PersonX joins the swim team
Person X sits on the couch all day.,PersonX joins the swim team
PersonX jumps before PersonX is pulled,PersonX jumps before PersonX is pushed
PersonX goes on the attack.,PersonX jumps before PersonX is pushed
PersonX stays on the ship.,PersonX jumps ship
PersonX boards ship.,PersonX jumps ship
PersonX remains believable.,PersonX jumps the shark
PersonX stays successful,PersonX jumps the shark
PersonX patiently weighs the information,PersonX jumps to conclusions
PersonX takes time to form an opinion.,PersonX jumps to conclusions
PersonX gives bad excuses.,PersonX justifies PersonX's actions
PersonX is laughing out loud.,PersonX keeps a straight face
PersonX bursts into laughter,PersonX keeps a straight face
PersonX starves PersonY,PersonX keeps PersonY from starving
PersonX allows PersonY to starve,PersonX keeps PersonY from starving
PersonX is a criminal,PersonX keeps straight
PersonX keeps turning,PersonX keeps straight
PersonX causes problems,PersonX keeps the peace
PersonX riles up the conflict,PersonX keeps the peace
PersonX bites PersonY cheek,PersonX kisses PersonY cheek
PersonX kisses PersonY hard,PersonX kisses PersonY gently
PersonX hit PersonY hard,PersonX kisses PersonY gently
PersonX hits PersonY on the head.,PersonX kisses PersonY on the cheek
PersonX gives PersonY the cold shoulder,PersonX kisses PersonY on the cheek
PersonX kisses PersonY on the lips.,PersonX kisses PersonY's cheek
PersonX punches PersonY's face,PersonX kisses PersonY's cheek
PersonX breaks PersonY's feet.,PersonX kisses PersonY's feet
PersonX thinks feet are gross.,PersonX kisses PersonY's feet
PersonX steals PersonY's ring,PersonX kisses PersonY's ring
PersonX rejects PersonY's way.,PersonX kisses PersonY's way
PersonX punches PersonY,PersonX kisses PersonY's way
PersonX knits a sweater,PersonX knits PersonX's eyebrows
PersonX's face relaxes,PersonX knits PersonX's eyebrows
PersonX picks up PersonY,PersonX knocks PersonY over
PersonX picks PersonY up.,PersonX knocks PersonY over
PersonX puts PersonY's socks off,PersonX knocks PersonY's socks off
PersonY is unimpressed by PersonX.,PersonX knocks PersonY's socks off
PersonX doesn’t know PersonY’s name.,PersonX knows by PersonY's name
PersonX has a low IQ,PersonX knows much
PersonX knows little,PersonX knows much
PersonX knowns the limits,PersonX knows no bounds
Person X knows their boundaries,PersonX knows no bounds
PersonX is a stranger to PersonY,PersonX knows PersonY
PersonX sees PersonY as a stranger,PersonX knows PersonY's name
PersonX is so occupied with worries.,PersonX knows PersonY's opinion
PersonX knows which way is down.,PersonX knows which end is up
PersonX knows which end is down,PersonX knows which end is up
PersonX remains unemployed.,PersonX lands a job
PersonX is passed over for a job,PersonX lands a job
PersonX lands in PersonX's arm,PersonX lands on PersonX's leg
PersonX jumps off PersonX's leg,PersonX lands on PersonX's leg
PersonX jumps off PersonY's leg,PersonX lands on PersonY's leg
Person X missed Person Y's leg when he landed.,PersonX lands on PersonY's leg
PersonX crashes on the runway,PersonX lands safely
PersonX has a rough landing,PersonX lands safely
PersonX is worn out,PersonX lasts all day
PersonX lasts very short,PersonX lasts forever
PresonX is over quick.,PersonX lasts forever
PersonX is disappointed in themself.,PersonX laughs at PersonX
PersonX is serious,PersonX laughs at PersonX
PersonY laughs at PersonX,PersonX laughs at PersonY
PersonX cries PersonY's asses on.,PersonX laughs PersonY's asses off
PersonX laughs PersonY's shoes off,PersonX laughs PersonY's asses off
PersonX stands in PersonY's yard,PersonX lays in PersonY's bed
PersonX sits in PersonY's bed,PersonX lays in PersonY's bed
PersonX stays on PersonY's bed,PersonX lays on PersonY's bed
PersonX jumps on PersonY's bed.,PersonX lays on PersonY's bed
PersonX stands on PersonY,PersonX lays on top of PersonY
PersonX lays under PersonY,PersonX lays on top of PersonY
PersonX throws PersonY out of the bed,PersonX lays PersonY on the bed
PersonX lays persony on the floor,PersonX lays PersonY on the bed
