neg_event,event
Person X pushed Person Y down.,PersonX helps PersonY get up
PersonX hinders PersonY constantly,PersonX helps PersonY in every way
PersonX makes fun of PersonY for their weight.,PersonX helps PersonY lose weight
PersonX keeps personY awake,PersonX helps PersonY sleep
PersonX and PersonY cut class.,PersonX helps PersonY study
PersonX inconveniences PersonY's family,PersonX helps PersonY's family
PersonX helps PersonY's enemy,PersonX helps PersonY's friend
PersonX pushes PersonY's mother.,PersonX helps PersonY's mother
PersonX damages Person Y's plant,PersonX helps PersonY's plant
PersonX keeps PersonY from practicing,PersonX helps PersonY's practice
PersonX sabotages PersonY's team.,PersonX helps PersonY's team
PersonX makes PersonY's team lose.,PersonX helps PersonY's team win
PersonX makes trouble for other people.,PersonX helps other people
PersonX helps them self,PersonX helps others
PersonX hurts people,PersonX helps people
PersonX hurts the environment,PersonX helps the environment
PersonX hurts the woman,PersonX helps the woman
PersonX exposes PersonY's face,PersonX hides PersonY's face
PersonX is looking for eggs,PersonX hides eggs
PersonX stays out of PersonY's closet,PersonX hides in PersonY's closet
PersonX runs out of  PersonY's room,PersonX hides in PersonY's room
PersonX is exposed in plain sight,PersonX hides in plain sight
PersonX finds a nice meal.,PersonX hides the sausage
PersonX lays on PersonY's bed,PersonX hides under PersonY's bed
PersonX sits alone,PersonX hikes with friends
PersonX hires PersonY a coach,PersonX hires PersonY a tutor
PersonX fired PersonY as their attorney.,PersonX hires PersonY attorney
PersonX finds out the information themselves,PersonX hires a private investigator
PersonX fires someone immediately,PersonX hires immediately
PersonX hires after extensive interviewing.,PersonX hires on the spot
PersonX blows kisses at PersonY,PersonX hisses at PersonY
PersonY hits PersonX hard,PersonX hits PersonY hard
PersonX kisses PersonY on the face.,PersonX hits PersonY in the face
PersonX strokes PersonY on the head,PersonX hits PersonY on the head
PersonX praises PersonY's brother.,PersonX hits PersonY's brother
PersonY deflected PersonX's blow.,PersonX hits PersonY's head
PersonX hits a tree.,PersonX hits a car
PersonX is extremely weak.,PersonX hits hard
PersonX hugs someone,PersonX hits someone
PersonX hits the cow,PersonX hits the deer
Person X misses the target.,PersonX hits the target
PersonX holds personX's puppy,PersonX holds PersonX's baby
PersonX misses PersonX's meetings.,PersonX holds PersonX's meetings
Person X easily embraces Person Y.,PersonX holds PersonY at arm's length
PersonX releases PersonY.,PersonX holds PersonY fast
PersonX holds PersonY loosely,PersonX holds PersonY tightly
PersonX kissed PersonY's baby on the forehead.,PersonX holds PersonY's baby
PersonX hits PersonY's face.,PersonX holds PersonY's face
PersonX lets PersonY slide,PersonX holds PersonY's feet to the fire
PersonX throws PersonY's phone,PersonX holds PersonY's phone
PersonX crosses PersonY's arms,PersonX holds out PersonY's arms
Person X gave the ring away.,PersonX holds the ring
PersonX throws away until PersonY's death,PersonX holds until PersonY's death
PersonX hop's out of Personx's car.,PersonX hops in PersonX's car
PersonX hops out PersonY's car,PersonX hops in PersonY's car
PersonX gets out of the car,PersonX hops in the car
PersonX leaves PersonY's car.,PersonX hops into PersonY's car
PersonX yells at PersonY's mom,PersonX hugs PersonY's mom
PersonX hides the eggs.,PersonX hunts the eggs
PersonX walks slowly.,PersonX hurries back
PersonX takes the scenic route home.,PersonX hurries home
PersonX spoils PersonY rotten.,PersonX hurts PersonY much
PersonX showers PersonX with affection.,PersonX hurts PersonY so much
PersonX heals PersonY's arm,PersonX hurts PersonY's arm
PersonX tends to PersonY's back,PersonX hurts PersonY's back
PersonX makes PersonY feel better,PersonX hurts PersonY's feelings
PersonX massages PersonY's head,PersonX hurts PersonY's head
PersonX pays attention to PersonY,PersonX ignores PersonY
Person X waited a week to call.,PersonX immediately called
PersonX immediately fell in hate.,PersonX immediately fell in love
PersonX immediately missed PersonY,PersonX immediately took PersonY
PersonX left it.,PersonX immediately took it
PersonX ruins PersonY program,PersonX implements PersonY program
PersonX impresses PersonX's new boyfriend,PersonX impresses PersonX's new girlfriend
PersonY disappoints PersonY's parents,PersonX impresses PersonX's parents
PersonX disappoints their wife.,PersonX impresses PersonX's wife
PersonX embarrasses PersonY's date,PersonX impresses PersonY's date
PersonX annoys PersonY's girlfriend,PersonX impresses PersonY's girlfriend
PersonX impresses personY's sibling,PersonX impresses PersonY's parents
PersonX disappoints PersonY's wife.,PersonX impresses PersonY's wife
PersonX disgusts a girl.,PersonX impresses a girl
PersonX bores everyone,PersonX impresses everyone
PersonX decreases PersonY's chances.,PersonX improves PersonY's chances
PersonX worsens PersonY's knowledge,PersonX improves PersonY's knowledge
PersonX makes PersonY's life worse,PersonX improves PersonY's lives
PersonX worsens PersonY's situation.,PersonX improves PersonY's situation
PersonX makes PersonY's skills worse.,PersonX improves PersonY's skills
PersonX lies to PersonY,PersonX improves PersonY's understanding
PersonX gets worse.,PersonX improves dramatically
PersonX decreases PersonX's ability,PersonX increases PersonX's ability
PersonX increases PersonY's expenses,PersonX increases PersonY's income
PersonX decreases PersonY's power,PersonX increases PersonY's power
PersonX causes PersonY a decline in sales.,PersonX increases PersonY's profits
PersonX decreases PersonY's half.,PersonX increases PersonY's share
PersonX ignores PersonY response,PersonX induces PersonY response
PersonX is learning from PersonY,PersonX instructs PersonY
PersonX annoys PersonY much,PersonX interests PersonY much
PersonX interviews for a job PersonX hates,PersonX interviews for PersonX's dream job
PersonX introduces PersonY to the cool adults,PersonX introduces PersonY to the cool kids
PersonX runs away from PersonY.,PersonX introduces himself to PersonY
PersonX disinvites PersonX's boyfriend,PersonX invites PersonX's boyfriend
PersonX invites PersonX's friends,PersonX invites PersonX's family
PersonX invites PersonX's enemy over,PersonX invites PersonX's friend over
PersonX eats dinner alone.,PersonX invites PersonX's friends and family
PersonX kicks PersonY out of PersonX's house.,PersonX invites PersonY over to PersonX's house
PersonX tells PersonY to stay away from PersonZ's house.,PersonX invites PersonY over to PersonZ's house
PersonX invites PersonY to PersonXs condo,PersonX invites PersonY to PersonX's house
PersonX tells PersonY to stay home.,PersonX invites PersonY to come
PersonX invites PersonY to tea,PersonX invites PersonY to lunch
PersonX invites everyone except PersonY.,PersonX invites PersonY to visit
PersonX tells PersonY's boyfriend to go away.,PersonX invites PersonY's boyfriend
PersonX invites PersonY's girlfriend over,PersonX invites PersonY's boyfriend over
PersonX excludes PersonY's family.,PersonX invites PersonY's family
PersonX invites the Mayor,PersonX invites PersonY's friend
PersonX tells PersonY's friends to stay away.,PersonX invites PersonY's friends
PersonX invites PersonZ's enemy PersonY,PersonX invites PersonZ's friend PersonY
PersonX invites all PersonX's enemies over,PersonX invites all PersonX's friends over
PersonX invites all PersonY's enemies,PersonX invites all PersonY's friends
PersonX crashes PersonY's party.,PersonX invites all PersonY's friends over
PersonX invites none of PersonY's friends.,PersonX invites all of PersonY's friends
PersonX bans.,PersonX invites back
PersonX is invited by friends,PersonX invites friends
PersonX is locked in jail.,PersonX invites friends over
PersonX stays alone.,PersonX invites some friends over
PersonX rejected to a Halloween party.,PersonX invites to a halloween party
PersonX is 8 months pregnant,PersonX is 9 months pregnant
PersonX and PersonY are enemies.,PersonX is PersonY's best friend
PersonX is PersonY's enemy,PersonX is PersonY's date
PersonX is PersonY's boyfriend,PersonX is PersonY's girlfriend
PersonX is PersonY's parole officer,PersonX is PersonY's prom date
PersonX plays  basketball recreationally,PersonX is a basketball player
PersonX is a bad tennis player,PersonX is a great tennis player
PersonX is a new father,PersonX is a new mother
PersonX is a really mean guy,PersonX is a really nice guy
PersonX is a head teacher,PersonX is a substitute teacher
PersonX is about to get divorced,PersonX is about to get married
PersonX is preaching the peace,PersonX is always fighting
PersonX is a bad person,PersonX is always good
PersonX is smitten with PersonY.,PersonX is angry at PersonY
PersonX loves PersonY's sister.,PersonX is angry at PersonY's brother
PersonX is in a different state than PersonY.,PersonX is around PersonY
Grandma is at PersonX's house.,PersonX is at PersonX's grandma's house
PersonX is at home,PersonX is at PersonY's desk
PersonX is at PersonY's grandpa's house,PersonX is at PersonY's grandma's house
PersonX is at the park alone,PersonX is at the beach with friends
PersonX is at home with PersonY's mom.,PersonX is at the grocery store with PersonY's mom
PersonX is alone at the beach.,PersonX is at the lake with PersonX's family
PersonX is in jail with PersonX's friends.,PersonX is at the mall with PersonX's friends
PersonX is at the skatepark with PersonX's friends.,PersonX is at the mall with PersonY's friends
PersonX is comforting PersonY.,PersonX is bothering PersonY
PersonX gets takeout,PersonX is buying groceries
Personx is fishing with personx's friends,PersonX is camping with PersonX's friends
PersonX is destroying PersonY's birthday,PersonX is celebrating PersonY's birthday
PersonX is leading PersonY,PersonX is chasing PersonY
PersonX is faithful to PersonY,PersonX is cheating on PersonY
PersonX is dirtying PersonY's apartment,PersonX is cleaning PersonY's apartment
PersonX got dirt all over PersonY's house,PersonX is cleaning PersonY's house
PersonX is cleaning PersonY's bathroom,PersonX is cleaning PersonY's room
PersonX is messing up PersonY's garage.,PersonX is cleaning out PersonY's garage
PersonX cancelled their visit,PersonX is coming to visit
PersonX has their own free will from PersonY's subconscious,PersonX is controlled by PersonY's subconscious
PersonX is ordering takeout,PersonX is cooking dinner
PersonX is shunning PersonY,PersonX is dating PersonY
PersonX is dating for a day,PersonX is dating for a year
PersonY has been single for five years.,PersonX is dating for five years
PersonX has a perfect bill of health.,PersonX is diagnosed with the flu
PersonX lends PersonY a helping hand.,PersonX is difficult for PersonY
PersonY is falling in love with PersonX,PersonX is driving PersonY nuts
PersonX is walking along a rural road,PersonX is driving PersonY's car on the highway
PersonY lives across an island with PersonX across ocean.,PersonX is driving to PersonY's house
PersonX is driving to school,PersonX is driving to work
PersonX has been cured of cancer,PersonX is dying of cancer
PersonX is eating at home,PersonX is eating at a restaurant
PersonX is close to home.,PersonX is far from home
PersonX is feeling happy lately,PersonX is feeling depressed lately
PersonX is feeling energetic.,PersonX is feeling sad
Perosn Y hates Person X.,PersonX is friends with PersonY
PersonX is getting divorced,PersonX is getting married
PersonX got stood up.,PersonX is going on a date
PersonX is going on a cruise,PersonX is going on a road trip
PersonX is going out with enemies,PersonX is going out with friends
PersonX is walking away from PersonY,PersonX is going to PersonY
PersonX is staying home,PersonX is going to a party
PersonX was born.,PersonX is going to die
PersonX is going to have a adult,PersonX is going to have a baby
PersonX is glad PersonY is leaving.,PersonX is going to miss PersonY
PersonX is all alone.,PersonX is hanging out with friends
Person X is sad for Person Y.,PersonX is happy for PersonY
PersonX is having PersonY's baby,PersonX is having PersonY's birthday party
PersonX celebrates alone.,PersonX is having a birthday party
PersonX is stuck at work,PersonX is having a yard sale
PersonX is having trouble sleeping at day,PersonX is having trouble sleeping at night
PersonX is bowling with friends.,PersonX is hiking with friends
PersonY is in PersonX's car.,PersonX is in PersonY's car
